user_id,subject,difficulty,score,time_spent,learning_style,skill_level
281,OOP,intermediate,61.0,63,visual,advanced
282,Python,beginner,84.0,73,visual,advanced
282,Machine Learning,beginner,83.0,272,auditory,beginner
282,Python,intermediate,86.0,292,visual,advanced
283,OOP,beginner,43.0,252,kinesthetic,beginner
283,OOP,advanced,93.0,95,auditory,intermediate
283,Python,beginner,85.0,176,visual,beginner
283,OOP,advanced,70.0,217,kinesthetic,advanced
283,Data Structures,beginner,92.0,259,visual,beginner
283,OOP,beginner,44.0,284,visual,intermediate
283,OOP,intermediate,49.0,140,auditory,intermediate
284,Python,intermediate,48.0,276,kinesthetic,beginner
284,Data Structures,intermediate,65.0,223,auditory,beginner
284,Machine Learning,intermediate,77.0,115,auditory,intermediate
285,Machine Learning,intermediate,62.0,288,auditory,beginner
285,Python,advanced,81.0,199,auditory,beginner
285,Machine Learning,beginner,82.0,291,auditory,beginner
285,OOP,beginner,51.0,262,kinesthetic,intermediate
285,Data Structures,beginner,47.0,232,visual,beginner
286,OOP,advanced,86.0,115,visual,beginner
286,Python,advanced,81.0,183,auditory,intermediate
286,Data Structures,intermediate,96.0,184,visual,advanced
286,Python,intermediate,82.0,221,kinesthetic,advanced
287,Python,intermediate,45.0,220,visual,advanced
287,Python,beginner,77.0,111,kinesthetic,intermediate
287,Python,intermediate,75.0,73,auditory,intermediate
287,Data Structures,intermediate,53.0,256,auditory,beginner
287,Data Structures,beginner,78.0,90,kinesthetic,beginner
288,Python,beginner,88.0,189,visual,beginner
288,OOP,intermediate,45.0,111,visual,beginner
288,Python,beginner,56.0,298,auditory,advanced
288,Machine Learning,intermediate,71.0,202,kinesthetic,advanced
288,Python,intermediate,71.0,163,auditory,beginner
289,Machine Learning,intermediate,61.0,109,visual,intermediate
289,Python,intermediate,61.0,295,visual,intermediate
289,Machine Learning,advanced,64.0,176,auditory,beginner
290,Data Structures,beginner,46.0,227,visual,intermediate
290,Python,beginner,82.0,138,visual,intermediate
290,Data Structures,intermediate,54.0,204,auditory,advanced
290,Python,advanced,77.0,169,visual,beginner
290,Python,advanced,61.0,100,visual,intermediate
290,Machine Learning,beginner,42.0,273,visual,advanced
290,OOP,intermediate,46.0,71,visual,advanced
291,Machine Learning,intermediate,53.0,224,kinesthetic,advanced
291,Python,intermediate,73.0,112,visual,intermediate
291,OOP,beginner,95.0,268,auditory,beginner
291,Machine Learning,intermediate,88.0,185,auditory,beginner
291,Machine Learning,advanced,90.0,298,kinesthetic,intermediate
292,Python,intermediate,62.0,248,auditory,beginner
292,Machine Learning,advanced,68.0,209,kinesthetic,intermediate
292,Python,beginner,48.0,247,visual,advanced
292,Machine Learning,advanced,50.0,157,auditory,beginner
292,OOP,intermediate,73.0,143,visual,intermediate
292,Python,beginner,55.0,148,kinesthetic,beginner
293,OOP,intermediate,87.0,122,kinesthetic,advanced
293,Python,advanced,55.0,198,visual,beginner
293,Data Structures,beginner,53.0,88,kinesthetic,advanced
293,Data Structures,beginner,58.0,246,auditory,intermediate
293,Data Structures,beginner,96.0,118,kinesthetic,intermediate
293,Python,intermediate,47.0,85,auditory,beginner
294,Python,beginner,47.0,251,visual,intermediate
294,OOP,beginner,96.0,272,kinesthetic,beginner
294,Data Structures,intermediate,78.0,214,auditory,beginner
294,OOP,beginner,93.0,90,auditory,advanced
294,Python,intermediate,78.0,286,kinesthetic,intermediate
295,Python,beginner,75.0,116,visual,beginner
295,Python,beginner,95.0,107,auditory,advanced
295,Python,beginner,45.0,300,kinesthetic,beginner
296,Python,intermediate,83.0,278,visual,advanced
296,OOP,beginner,60.0,78,kinesthetic,advanced
296,Python,beginner,95.0,102,auditory,beginner
296,OOP,intermediate,66.0,298,kinesthetic,intermediate
296,OOP,advanced,50.0,76,visual,advanced
296,Machine Learning,intermediate,75.0,159,kinesthetic,advanced
296,OOP,advanced,53.0,167,kinesthetic,intermediate
297,Machine Learning,beginner,97.0,260,auditory,advanced
297,Machine Learning,advanced,50.0,121,visual,beginner
297,Machine Learning,advanced,79.0,142,auditory,beginner
298,Data Structures,beginner,51.0,253,auditory,intermediate
298,Machine Learning,advanced,71.0,242,kinesthetic,intermediate
298,Python,advanced,67.0,214,auditory,intermediate
299,Machine Learning,advanced,90.0,141,kinesthetic,intermediate
299,Python,beginner,72.0,130,visual,beginner
299,OOP,intermediate,65.0,104,auditory,intermediate
300,Data Structures,beginner,80.0,87,auditory,beginner
300,Data Structures,intermediate,61.0,284,visual,advanced
300,Data Structures,intermediate,45.0,260,auditory,advanced
300,Data Structures,intermediate,78.0,68,auditory,beginner
300,OOP,beginner,60.0,210,visual,intermediate
301,Python,beginner,83.0,71,auditory,advanced
301,Data Structures,intermediate,79.0,79,auditory,beginner
301,OOP,intermediate,92.0,183,visual,intermediate
301,OOP,intermediate,46.0,192,kinesthetic,intermediate
302,OOP,beginner,98.0,73,visual,advanced
302,Data Structures,intermediate,90.0,297,auditory,intermediate
302,Data Structures,beginner,89.0,248,auditory,beginner
302,Python,intermediate,65.0,244,auditory,beginner
302,OOP,beginner,58.0,162,auditory,beginner
303,Data Structures,intermediate,44.0,222,visual,advanced
303,Python,advanced,76.0,300,kinesthetic,beginner
303,Data Structures,beginner,81.0,295,visual,beginner
304,Machine Learning,intermediate,63.0,233,auditory,intermediate
304,OOP,beginner,48.0,72,visual,intermediate
304,Machine Learning,advanced,77.0,271,visual,beginner
304,Data Structures,beginner,51.0,213,visual,beginner
305,Data Structures,beginner,63.0,161,kinesthetic,advanced
305,Data Structures,advanced,54.0,196,kinesthetic,intermediate
305,Machine Learning,intermediate,53.0,68,kinesthetic,advanced
306,Machine Learning,intermediate,41.0,197,visual,advanced
306,Machine Learning,intermediate,58.0,243,auditory,beginner
306,Data Structures,intermediate,97.0,205,auditory,advanced
306,Python,beginner,94.0,120,auditory,intermediate
306,Machine Learning,beginner,93.0,145,kinesthetic,advanced
307,Machine Learning,beginner,70.0,292,kinesthetic,intermediate
307,Data Structures,beginner,45.0,141,visual,intermediate
307,Python,beginner,81.0,201,auditory,intermediate
307,OOP,intermediate,68.0,218,visual,advanced
307,OOP,advanced,81.0,175,auditory,intermediate
307,Python,beginner,60.0,201,visual,advanced
307,Python,intermediate,55.0,288,kinesthetic,intermediate
308,Data Structures,advanced,49.0,247,visual,advanced
308,Python,intermediate,52.0,217,visual,intermediate
308,Data Structures,beginner,78.0,296,auditory,intermediate
308,OOP,intermediate,84.0,185,auditory,intermediate
308,OOP,beginner,44.0,264,kinesthetic,beginner
308,OOP,intermediate,53.0,177,kinesthetic,advanced
308,Machine Learning,beginner,80.0,205,visual,beginner
309,Python,intermediate,41.0,165,kinesthetic,intermediate
309,OOP,beginner,71.0,186,visual,advanced
309,Data Structures,intermediate,70.0,84,visual,beginner
309,Machine Learning,advanced,80.0,297,auditory,beginner
309,Data Structures,advanced,93.0,184,kinesthetic,intermediate
309,Machine Learning,advanced,89.0,187,kinesthetic,advanced
309,OOP,advanced,84.0,259,visual,intermediate
310,Python,advanced,88.0,72,kinesthetic,advanced
310,OOP,intermediate,69.0,126,kinesthetic,advanced
310,OOP,beginner,54.0,143,kinesthetic,beginner
310,Data Structures,beginner,95.0,133,visual,beginner
310,Data Structures,beginner,74.0,238,kinesthetic,beginner
311,Machine Learning,beginner,87.0,104,visual,intermediate
311,Python,beginner,46.0,157,auditory,advanced
311,OOP,beginner,50.0,176,kinesthetic,advanced
311,OOP,advanced,84.0,96,auditory,intermediate
311,Data Structures,advanced,80.0,75,kinesthetic,beginner
312,OOP,advanced,48.0,282,kinesthetic,intermediate
312,Data Structures,advanced,76.0,137,kinesthetic,intermediate
312,Python,beginner,52.0,288,auditory,intermediate
312,Machine Learning,advanced,56.0,193,auditory,intermediate
313,Machine Learning,advanced,84.0,87,kinesthetic,advanced
313,Data Structures,intermediate,52.0,231,kinesthetic,intermediate
313,Python,beginner,50.0,184,kinesthetic,intermediate
313,OOP,advanced,71.0,195,auditory,intermediate
313,Machine Learning,advanced,100.0,128,visual,beginner
313,Python,advanced,89.0,84,auditory,intermediate
314,Machine Learning,intermediate,66.0,121,kinesthetic,beginner
314,Python,advanced,86.0,212,visual,beginner
314,Machine Learning,beginner,81.0,148,kinesthetic,intermediate
314,Data Structures,intermediate,60.0,86,kinesthetic,beginner
314,OOP,advanced,43.0,280,kinesthetic,intermediate
315,Python,beginner,49.0,181,auditory,beginner
315,Python,intermediate,95.0,74,visual,intermediate
315,Data Structures,beginner,96.0,105,kinesthetic,beginner
316,Data Structures,advanced,58.0,266,kinesthetic,intermediate
316,Data Structures,beginner,93.0,187,kinesthetic,advanced
316,Machine Learning,intermediate,57.0,162,visual,intermediate
316,Python,beginner,43.0,186,visual,beginner
316,Python,advanced,53.0,294,visual,intermediate
316,OOP,intermediate,55.0,132,kinesthetic,beginner
316,Machine Learning,intermediate,83.0,87,auditory,advanced
317,Data Structures,intermediate,90.0,153,kinesthetic,intermediate
317,OOP,beginner,70.0,81,visual,intermediate
317,Data Structures,intermediate,92.0,258,kinesthetic,advanced
317,Python,beginner,56.0,205,visual,advanced
318,Data Structures,intermediate,91.0,70,auditory,advanced
318,Data Structures,intermediate,62.0,125,auditory,beginner
318,Data Structures,advanced,99.0,91,visual,beginner
318,OOP,advanced,82.0,146,kinesthetic,intermediate
319,OOP,advanced,73.0,255,auditory,beginner
319,OOP,advanced,53.0,93,kinesthetic,advanced
319,Python,intermediate,44.0,231,auditory,advanced
319,OOP,advanced,80.0,68,visual,intermediate
319,Data Structures,intermediate,94.0,193,kinesthetic,intermediate
320,Machine Learning,intermediate,91.0,295,auditory,intermediate
320,Machine Learning,beginner,99.0,131,visual,advanced
320,Machine Learning,advanced,97.0,268,auditory,advanced
320,Machine Learning,advanced,59.0,192,auditory,intermediate
320,Machine Learning,beginner,53.0,208,auditory,intermediate
321,Python,advanced,58.0,67,auditory,beginner
321,OOP,beginner,94.0,89,kinesthetic,advanced
321,OOP,beginner,74.0,97,kinesthetic,beginner
321,OOP,intermediate,100.0,238,auditory,intermediate
322,Machine Learning,advanced,64.0,232,kinesthetic,advanced
322,OOP,beginner,48.0,105,kinesthetic,beginner
322,Machine Learning,beginner,86.0,96,kinesthetic,advanced
322,OOP,intermediate,48.0,129,auditory,intermediate
322,Data Structures,advanced,96.0,123,kinesthetic,beginner
323,Python,intermediate,93.0,281,visual,intermediate
323,Machine Learning,beginner,53.0,75,visual,advanced
323,OOP,intermediate,76.0,233,auditory,advanced
323,Machine Learning,intermediate,75.0,180,visual,beginner
323,Python,intermediate,89.0,111,kinesthetic,beginner
323,Machine Learning,beginner,43.0,66,visual,intermediate
323,Data Structures,beginner,55.0,232,kinesthetic,intermediate
324,Data Structures,intermediate,68.0,276,auditory,beginner
324,Machine Learning,advanced,54.0,156,auditory,advanced
324,Data Structures,beginner,88.0,241,auditory,beginner
324,OOP,intermediate,47.0,141,kinesthetic,beginner
325,Machine Learning,advanced,64.0,266,auditory,advanced
325,Data Structures,beginner,42.0,92,kinesthetic,beginner
325,Machine Learning,beginner,70.0,167,auditory,intermediate
325,Machine Learning,beginner,68.0,300,auditory,beginner
326,Machine Learning,intermediate,67.0,245,kinesthetic,beginner
326,Machine Learning,advanced,95.0,299,auditory,advanced
326,Data Structures,beginner,49.0,211,visual,intermediate
327,Machine Learning,beginner,42.0,202,visual,beginner
327,OOP,advanced,58.0,162,auditory,advanced
327,OOP,beginner,72.0,259,auditory,advanced
327,Data Structures,beginner,97.0,222,visual,advanced
327,Python,advanced,41.0,160,auditory,advanced
328,Python,beginner,89.0,125,auditory,advanced
328,OOP,advanced,61.0,261,kinesthetic,beginner
328,Python,intermediate,45.0,218,kinesthetic,beginner
329,OOP,advanced,94.0,129,visual,intermediate
329,Machine Learning,beginner,55.0,152,kinesthetic,advanced
329,Data Structures,advanced,79.0,239,visual,advanced
329,Data Structures,advanced,82.0,271,visual,beginner
330,Machine Learning,advanced,77.0,272,kinesthetic,intermediate
330,OOP,advanced,72.0,146,visual,intermediate
330,Data Structures,beginner,52.0,122,kinesthetic,advanced
330,Python,advanced,65.0,225,auditory,advanced
330,Data Structures,beginner,93.0,152,kinesthetic,advanced
330,Data Structures,beginner,42.0,143,kinesthetic,beginner
331,Machine Learning,advanced,67.0,138,kinesthetic,advanced
331,Data Structures,advanced,91.0,73,auditory,intermediate
331,Data Structures,advanced,87.0,130,auditory,advanced
331,Machine Learning,advanced,99.0,239,visual,advanced
331,Data Structures,intermediate,74.0,63,kinesthetic,beginner
332,Python,beginner,48.0,130,kinesthetic,intermediate
332,OOP,advanced,58.0,245,kinesthetic,intermediate
332,Python,intermediate,94.0,186,visual,advanced
332,OOP,beginner,76.0,70,visual,beginner
332,Machine Learning,advanced,87.0,112,kinesthetic,advanced
333,Python,beginner,71.0,139,kinesthetic,intermediate
333,OOP,advanced,83.0,172,kinesthetic,advanced
333,OOP,beginner,86.0,299,auditory,intermediate
334,Machine Learning,intermediate,62.0,261,kinesthetic,intermediate
334,Python,advanced,44.0,82,visual,beginner
334,OOP,beginner,53.0,250,auditory,intermediate
334,OOP,beginner,67.0,88,kinesthetic,advanced
334,Data Structures,intermediate,79.0,261,visual,advanced
334,OOP,advanced,91.0,123,visual,beginner
334,Machine Learning,intermediate,51.0,259,kinesthetic,intermediate
335,Machine Learning,intermediate,80.0,147,auditory,beginner
335,Data Structures,beginner,73.0,85,visual,intermediate
335,OOP,advanced,71.0,224,visual,beginner
335,Python,intermediate,68.0,197,visual,advanced
335,Machine Learning,intermediate,55.0,281,kinesthetic,beginner
335,Machine Learning,beginner,56.0,201,visual,beginner
335,Data Structures,intermediate,99.0,152,visual,intermediate
336,Data Structures,beginner,83.0,244,auditory,intermediate
336,Data Structures,advanced,87.0,83,auditory,advanced
336,Machine Learning,advanced,93.0,247,auditory,intermediate
337,Data Structures,advanced,73.0,85,auditory,intermediate
337,OOP,beginner,91.0,100,kinesthetic,advanced
337,Machine Learning,intermediate,77.0,74,kinesthetic,intermediate
337,OOP,intermediate,93.0,135,kinesthetic,beginner
338,Machine Learning,intermediate,83.0,154,visual,intermediate
338,Python,advanced,90.0,280,auditory,beginner
338,Python,advanced,95.0,116,auditory,beginner
338,OOP,intermediate,99.0,112,auditory,intermediate
339,OOP,beginner,100.0,111,visual,advanced
339,OOP,intermediate,53.0,145,visual,intermediate
339,OOP,intermediate,76.0,295,kinesthetic,intermediate
340,Python,beginner,47.0,227,kinesthetic,beginner
340,OOP,intermediate,77.0,190,auditory,intermediate
340,Machine Learning,advanced,83.0,71,kinesthetic,intermediate
341,Python,advanced,75.0,196,auditory,beginner
341,Python,advanced,40.0,175,auditory,beginner
341,OOP,intermediate,65.0,185,visual,advanced
341,Machine Learning,advanced,84.0,214,kinesthetic,intermediate
342,Machine Learning,intermediate,45.0,205,visual,intermediate
342,Data Structures,intermediate,83.0,174,kinesthetic,intermediate
342,OOP,advanced,74.0,282,visual,intermediate
343,OOP,intermediate,55.0,234,kinesthetic,intermediate
343,Data Structures,beginner,69.0,233,visual,intermediate
343,Machine Learning,advanced,93.0,133,visual,beginner
343,Python,beginner,56.0,135,visual,beginner
343,Data Structures,beginner,67.0,91,auditory,intermediate
343,OOP,intermediate,47.0,93,kinesthetic,beginner
344,Python,beginner,58.0,164,visual,intermediate
344,OOP,advanced,91.0,281,visual,intermediate
344,Python,beginner,54.0,232,auditory,intermediate
344,Python,beginner,91.0,164,visual,intermediate
344,Data Structures,beginner,75.0,185,visual,beginner
345,OOP,advanced,78.0,218,auditory,advanced
345,OOP,intermediate,98.0,128,auditory,intermediate
345,Machine Learning,advanced,60.0,220,auditory,advanced
345,Data Structures,advanced,77.0,172,auditory,beginner
345,Python,advanced,50.0,226,visual,beginner
345,OOP,intermediate,50.0,91,kinesthetic,advanced
346,OOP,beginner,88.0,62,visual,beginner
346,Data Structures,advanced,45.0,256,auditory,advanced
346,Python,beginner,83.0,71,kinesthetic,intermediate
346,Python,beginner,82.0,259,auditory,beginner
347,Data Structures,beginner,73.0,222,visual,beginner
347,Data Structures,advanced,99.0,178,visual,intermediate
347,OOP,intermediate,88.0,291,visual,intermediate
347,OOP,intermediate,60.0,269,auditory,intermediate
347,Machine Learning,intermediate,47.0,68,auditory,beginner
348,Python,advanced,89.0,198,visual,beginner
348,OOP,beginner,41.0,221,auditory,advanced
348,Machine Learning,intermediate,54.0,235,visual,beginner
348,OOP,beginner,41.0,135,visual,beginner
349,Data Structures,intermediate,90.0,128,kinesthetic,beginner
349,Python,intermediate,87.0,94,visual,beginner
349,Data Structures,intermediate,40.0,127,visual,intermediate
349,Python,intermediate,79.0,97,visual,intermediate
349,Machine Learning,advanced,59.0,63,visual,intermediate
349,Data Structures,intermediate,57.0,286,visual,intermediate
350,Machine Learning,beginner,67.0,206,auditory,advanced
350,OOP,advanced,64.0,82,visual,advanced
350,OOP,advanced,44.0,290,kinesthetic,beginner
350,OOP,advanced,67.0,224,visual,advanced
350,Data Structures,beginner,40.0,241,visual,beginner
351,Machine Learning,advanced,100.0,102,kinesthetic,intermediate
351,Machine Learning,intermediate,66.0,242,kinesthetic,beginner
351,Data Structures,beginner,75.0,280,auditory,advanced
351,Machine Learning,intermediate,95.0,176,auditory,beginner
351,OOP,intermediate,60.0,228,kinesthetic,intermediate
352,OOP,advanced,70.0,260,kinesthetic,advanced
352,OOP,intermediate,66.0,293,kinesthetic,intermediate
352,OOP,intermediate,67.0,192,kinesthetic,intermediate
352,Machine Learning,intermediate,86.0,238,kinesthetic,intermediate
353,OOP,advanced,53.0,272,kinesthetic,intermediate
353,Python,advanced,57.0,206,visual,beginner
353,OOP,intermediate,45.0,220,kinesthetic,intermediate
354,Python,advanced,51.0,216,kinesthetic,intermediate
354,Python,advanced,48.0,168,auditory,intermediate
354,Data Structures,beginner,81.0,96,visual,intermediate
354,Data Structures,intermediate,57.0,155,kinesthetic,beginner
354,Python,advanced,66.0,229,visual,beginner
354,OOP,beginner,58.0,90,visual,intermediate
354,OOP,intermediate,94.0,86,visual,beginner
355,OOP,advanced,86.0,231,kinesthetic,advanced
355,Python,intermediate,51.0,135,kinesthetic,advanced
355,Machine Learning,beginner,54.0,190,visual,beginner
355,OOP,advanced,59.0,236,auditory,beginner
355,OOP,advanced,59.0,238,visual,advanced
356,OOP,advanced,92.0,251,visual,advanced
356,Python,beginner,55.0,235,auditory,intermediate
356,Data Structures,advanced,52.0,140,auditory,intermediate
356,Machine Learning,beginner,76.0,204,visual,beginner
357,Python,intermediate,92.0,62,visual,intermediate
357,Machine Learning,beginner,86.0,132,kinesthetic,advanced
357,Machine Learning,beginner,74.0,163,auditory,advanced
358,Machine Learning,intermediate,47.0,148,visual,intermediate
358,Machine Learning,beginner,76.0,113,visual,advanced
358,Machine Learning,advanced,47.0,74,visual,intermediate
358,Machine Learning,advanced,51.0,177,visual,beginner
358,Data Structures,beginner,42.0,260,kinesthetic,intermediate
358,Machine Learning,advanced,65.0,62,kinesthetic,intermediate
358,Machine Learning,intermediate,98.0,73,auditory,intermediate
359,Machine Learning,beginner,86.0,294,kinesthetic,beginner
359,Machine Learning,beginner,57.0,168,visual,advanced
359,Python,intermediate,54.0,158,visual,beginner
359,Data Structures,advanced,73.0,141,visual,advanced
360,Python,beginner,49.0,99,auditory,beginner
360,OOP,beginner,56.0,136,visual,beginner
360,Machine Learning,advanced,65.0,71,kinesthetic,intermediate
360,OOP,intermediate,83.0,166,auditory,advanced
361,Python,advanced,89.0,199,auditory,beginner
361,Data Structures,intermediate,63.0,122,auditory,intermediate
361,Machine Learning,advanced,74.0,287,auditory,intermediate
361,Data Structures,intermediate,52.0,204,auditory,beginner
361,Machine Learning,intermediate,43.0,143,visual,beginner
361,Machine Learning,beginner,86.0,155,kinesthetic,beginner
362,Data Structures,advanced,78.0,178,auditory,intermediate
362,Data Structures,advanced,69.0,167,kinesthetic,advanced
362,OOP,beginner,63.0,233,kinesthetic,intermediate
362,OOP,intermediate,93.0,183,kinesthetic,beginner
362,Python,beginner,78.0,169,kinesthetic,beginner
362,Machine Learning,beginner,61.0,72,auditory,intermediate
362,Python,beginner,83.0,73,auditory,advanced
363,Data Structures,beginner,79.0,171,kinesthetic,advanced
363,Machine Learning,advanced,84.0,238,kinesthetic,advanced
363,Python,beginner,99.0,207,auditory,intermediate
363,Python,advanced,73.0,63,auditory,beginner
363,Data Structures,intermediate,97.0,110,visual,intermediate
363,Machine Learning,beginner,87.0,166,kinesthetic,advanced
363,Machine Learning,beginner,42.0,238,auditory,beginner
364,OOP,advanced,54.0,206,visual,beginner
364,OOP,beginner,41.0,86,auditory,advanced
364,Data Structures,beginner,43.0,268,kinesthetic,beginner
364,Machine Learning,beginner,60.0,233,visual,intermediate
364,Machine Learning,beginner,42.0,105,visual,intermediate
364,Data Structures,intermediate,65.0,271,auditory,intermediate
365,Machine Learning,beginner,85.0,294,auditory,advanced
365,Python,advanced,99.0,92,auditory,beginner
365,Data Structures,intermediate,87.0,131,auditory,beginner
366,Machine Learning,intermediate,57.0,109,visual,beginner
366,OOP,advanced,63.0,181,visual,advanced
366,Machine Learning,advanced,75.0,199,auditory,beginner
366,Machine Learning,advanced,81.0,149,kinesthetic,advanced
366,Machine Learning,beginner,97.0,234,kinesthetic,intermediate
366,OOP,intermediate,97.0,171,auditory,advanced
367,OOP,beginner,71.0,130,visual,intermediate
367,Python,advanced,93.0,79,visual,beginner
367,OOP,beginner,65.0,101,kinesthetic,intermediate
367,Data Structures,advanced,50.0,156,kinesthetic,advanced
367,Data Structures,beginner,48.0,184,auditory,intermediate
367,Machine Learning,beginner,80.0,179,visual,advanced
367,OOP,intermediate,93.0,275,auditory,intermediate
368,Data Structures,intermediate,64.0,213,visual,advanced
368,OOP,intermediate,81.0,95,auditory,advanced
368,OOP,advanced,47.0,126,auditory,advanced
368,Machine Learning,intermediate,100.0,286,kinesthetic,intermediate
368,Data Structures,advanced,51.0,227,auditory,advanced
368,Machine Learning,intermediate,42.0,129,visual,intermediate
368,Python,intermediate,54.0,142,kinesthetic,advanced
369,OOP,beginner,72.0,116,auditory,advanced
369,Python,advanced,82.0,89,visual,beginner
369,Data Structures,advanced,42.0,238,kinesthetic,advanced
369,Python,advanced,90.0,228,visual,beginner
369,Data Structures,intermediate,61.0,131,visual,intermediate
369,Python,advanced,78.0,240,auditory,intermediate
370,Machine Learning,beginner,42.0,286,kinesthetic,beginner
370,Python,advanced,66.0,95,visual,advanced
370,Data Structures,intermediate,48.0,201,auditory,advanced
371,Python,beginner,53.0,131,auditory,intermediate
371,OOP,intermediate,57.0,200,kinesthetic,intermediate
371,Machine Learning,advanced,41.0,62,visual,intermediate
371,Python,advanced,81.0,151,kinesthetic,advanced
371,Python,intermediate,96.0,150,kinesthetic,beginner
372,OOP,beginner,63.0,130,visual,beginner
372,OOP,advanced,86.0,300,auditory,intermediate
372,OOP,advanced,92.0,67,kinesthetic,advanced
373,OOP,beginner,64.0,77,visual,advanced
373,OOP,beginner,50.0,153,visual,intermediate
373,Python,beginner,51.0,137,kinesthetic,intermediate
373,OOP,beginner,97.0,270,visual,advanced
373,Python,beginner,49.0,110,kinesthetic,intermediate
374,Python,beginner,66.0,263,kinesthetic,advanced
374,Data Structures,intermediate,92.0,102,visual,beginner
374,OOP,intermediate,80.0,294,visual,beginner
374,Python,intermediate,52.0,121,visual,advanced
374,Data Structures,advanced,42.0,65,visual,beginner
374,OOP,intermediate,77.0,166,kinesthetic,beginner
374,OOP,advanced,77.0,276,visual,beginner
375,Python,intermediate,73.0,111,visual,beginner
375,OOP,intermediate,91.0,191,visual,beginner
375,Data Structures,advanced,47.0,157,auditory,beginner
375,Data Structures,intermediate,81.0,89,auditory,beginner
375,OOP,beginner,48.0,211,kinesthetic,advanced
375,Python,beginner,70.0,157,auditory,intermediate
376,OOP,advanced,78.0,110,kinesthetic,intermediate
376,Python,advanced,61.0,165,auditory,beginner
376,Data Structures,advanced,67.0,296,visual,intermediate
376,OOP,beginner,80.0,291,auditory,advanced
376,Python,beginner,81.0,168,kinesthetic,beginner
377,Data Structures,advanced,42.0,280,visual,advanced
377,Machine Learning,advanced,51.0,108,kinesthetic,beginner
377,OOP,intermediate,75.0,139,kinesthetic,beginner
377,Machine Learning,advanced,45.0,91,visual,advanced
377,Data Structures,intermediate,53.0,143,kinesthetic,intermediate
377,Machine Learning,beginner,70.0,212,auditory,intermediate
377,Machine Learning,advanced,71.0,100,kinesthetic,beginner
378,Python,advanced,46.0,64,kinesthetic,advanced
378,OOP,advanced,99.0,118,visual,intermediate
378,Machine Learning,beginner,59.0,102,kinesthetic,advanced
378,Data Structures,advanced,66.0,199,kinesthetic,beginner
379,Data Structures,advanced,93.0,271,visual,beginner
379,Data Structures,advanced,88.0,123,kinesthetic,advanced
379,Machine Learning,advanced,79.0,125,kinesthetic,advanced
380,OOP,advanced,66.0,103,kinesthetic,beginner
380,Data Structures,advanced,64.0,116,visual,beginner
380,Python,beginner,60.0,247,kinesthetic,beginner
380,OOP,intermediate,87.0,285,auditory,intermediate
381,Machine Learning,advanced,90.0,270,visual,beginner
381,Machine Learning,intermediate,78.0,242,kinesthetic,intermediate
381,Machine Learning,advanced,60.0,222,auditory,intermediate
382,Data Structures,advanced,46.0,156,visual,intermediate
382,Machine Learning,advanced,42.0,277,visual,intermediate
382,OOP,beginner,86.0,201,kinesthetic,intermediate
382,OOP,beginner,76.0,292,visual,beginner
383,Data Structures,advanced,48.0,75,visual,beginner
383,Machine Learning,advanced,45.0,191,kinesthetic,beginner
383,Data Structures,beginner,80.0,138,kinesthetic,beginner
383,Python,intermediate,66.0,290,kinesthetic,intermediate
384,Python,intermediate,60.0,166,auditory,beginner
384,Data Structures,beginner,96.0,300,visual,advanced
384,Data Structures,intermediate,65.0,199,visual,advanced
384,Machine Learning,intermediate,77.0,171,auditory,intermediate
385,Python,intermediate,40.0,231,visual,intermediate
385,Machine Learning,intermediate,56.0,130,auditory,intermediate
385,Data Structures,advanced,77.0,210,kinesthetic,beginner
385,Data Structures,beginner,49.0,123,visual,intermediate
385,Data Structures,advanced,85.0,200,kinesthetic,advanced
385,Data Structures,beginner,62.0,122,auditory,advanced
385,Python,advanced,57.0,85,kinesthetic,advanced
386,OOP,advanced,71.0,112,auditory,beginner
386,Data Structures,beginner,90.0,274,kinesthetic,beginner
386,Data Structures,advanced,84.0,103,auditory,intermediate
386,Python,advanced,92.0,215,auditory,beginner
386,Python,beginner,96.0,156,auditory,intermediate
386,OOP,advanced,94.0,255,kinesthetic,advanced
386,Machine Learning,advanced,80.0,116,visual,intermediate
387,OOP,beginner,48.0,209,kinesthetic,intermediate
387,Data Structures,advanced,55.0,72,auditory,beginner
387,OOP,intermediate,85.0,216,visual,advanced
388,Machine Learning,advanced,61.0,210,auditory,advanced
388,Machine Learning,beginner,90.0,179,visual,advanced
388,Python,beginner,49.0,195,visual,intermediate
388,Python,beginner,62.0,261,kinesthetic,beginner
388,Machine Learning,advanced,72.0,172,visual,advanced
388,Python,intermediate,45.0,295,kinesthetic,beginner
389,Machine Learning,beginner,80.0,142,visual,advanced
389,Data Structures,intermediate,59.0,145,auditory,beginner
389,Machine Learning,beginner,63.0,255,visual,advanced
389,OOP,intermediate,95.0,270,auditory,intermediate
389,Data Structures,advanced,87.0,147,auditory,beginner
389,Data Structures,beginner,67.0,100,auditory,advanced
390,Data Structures,advanced,40.0,261,visual,intermediate
390,Machine Learning,beginner,59.0,296,visual,advanced
390,Python,beginner,44.0,106,kinesthetic,advanced
390,Machine Learning,beginner,97.0,98,kinesthetic,intermediate
390,Data Structures,beginner,71.0,187,kinesthetic,beginner
391,Data Structures,beginner,97.0,99,visual,beginner
391,Python,beginner,98.0,284,auditory,beginner
391,Machine Learning,beginner,71.0,194,visual,beginner
391,Data Structures,intermediate,67.0,251,visual,beginner
